,name_x,name_y,value,source,target
0,KK101,NJW1004,924,0.0,319.0
1,whgu0172,immd0237,29,1.0,2.0
2,whgu0172,clme0240,9,1.0,3.0
3,whgu0172,whgu0378,2,1.0,4.0
4,whgu0172,whgu0274,4,1.0,5.0
5,whgu0172,clme0220,6,1.0,38.0
6,immd0237,clme0240,31,2.0,3.0
7,immd0237,whgu0378,15,2.0,4.0
8,immd0237,whgu0274,7,2.0,5.0
9,immd0237,clme0220,6,2.0,38.0
10,clme0240,whgu0378,7,3.0,4.0
11,clme0240,whgu0274,3,3.0,5.0
12,clme0240,clme0220,2,3.0,38.0
13,whgu0378,whgu0274,12,4.0,5.0
14,whgu0378,clme0220,2,4.0,38.0
15,whgu0274,clme0220,2,5.0,38.0
16,KH387,CJW53,5,6.0,137.0
17,radi0003,clme0975,10,7.0,31.0
18,HL316,SR504,9,8.0,394.0
19,ndos0461,gree1192,2,9.0,10.0
20,ndos0461,DEN22,75,9.0,11.0
21,ndos0461,AA461,16,9.0,12.0
22,ndos0461,DFE20,15,9.0,72.0
23,gree1192,DEN22,8,10.0,11.0
24,gree1192,AA461,15,10.0,12.0
25,gree1192,DFE20,17,10.0,72.0
26,DEN22,AA461,27,11.0,12.0
27,DEN22,DFE20,28,11.0,72.0
28,AA461,DFE20,46,12.0,72.0
29,CC234,AMD24,12,13.0,14.0
30,CC234,HME22,30,13.0,15.0
31,CC234,PP10001,68,13.0,16.0
32,CC234,QG209,11,13.0,17.0
33,CC234,DFE20,15,13.0,72.0
34,AMD24,HME22,7,14.0,15.0
35,AMD24,PP10001,168,14.0,16.0
36,AMD24,QG209,9,14.0,17.0
37,AMD24,DFE20,160,14.0,72.0
38,HME22,PP10001,20,15.0,16.0
39,HME22,QG209,7,15.0,17.0
40,HME22,DFE20,3,15.0,72.0
41,PP10001,QG209,17,16.0,17.0
42,PP10001,DFE20,210,16.0,72.0
43,QG209,DFE20,14,17.0,72.0
44,cschof,wolf1833,20,18.0,212.0
45,st321,JDB1003,5,19.0,103.0
46,MEW10,YYSH2,2,20.0,414.0
47,raob0097,clme0667,8,21.0,106.0
48,KBK21,NJW1004,4,22.0,319.0
49,card0025,card0018,33,23.0,24.0
50,card0025,card0039,51,23.0,25.0
51,card0025,bioc0192,14,23.0,94.0
52,card0018,card0039,64,24.0,25.0
53,card0018,bioc0192,142,24.0,94.0
54,card0039,bioc0192,61,25.0,94.0
55,raob0072,raob0168,2,26.0,192.0
56,clme0494,wolf1917,13,27.0,195.0
57,TDF21,FIA20,41,28.0,360.0
58,immd0151,clme0237,29,29.0,77.0
59,chri0963,phys0101,17,30.0,33.0
60,clme0975,clme0220,13,31.0,38.0
61,CC234,CJW53,4,13.0,137.0
62,clab0035,clme0135,2,32.0,37.0
63,DEN22,GL290,14,11.0,297.0
64,phys0101,chri0963,32,33.0,30.0
65,phys0101,bioc0212,3,33.0,247.0
66,chri0963,bioc0212,3,30.0,247.0
67,immd0316,clme0220,17,34.0,38.0
68,FMW22,SJG49,4,35.0,36.0
69,FMW22,jau20,16,35.0,429.0
70,SJG49,jau20,10,36.0,429.0
71,clme0135,clme0220,8,37.0,38.0
72,clme0135,ndos0097,2,37.0,430.0
73,clme0220,ndos0097,4,38.0,430.0
74,OAS23,JJB12,21,39.0,345.0
75,whgu0142,clme0497,13,40.0,41.0
76,whgu0142,ndos0159,9,40.0,388.0
77,clme0497,ndos0159,5,41.0,388.0
78,path0041,smlea,6,42.0,128.0
79,KMB1001,FAG1000,21,43.0,44.0
80,KMB1001,SEB53,14,43.0,436.0
81,FAG1000,SEB53,7,44.0,436.0
82,SVL1000,DSCJ1,6,45.0,46.0
83,SVL1000,PJB91,8,45.0,47.0
84,SVL1000,RMM32,24,45.0,48.0
85,SVL1000,JDB1003,4,45.0,103.0
86,DSCJ1,PJB91,6,46.0,47.0
87,DSCJ1,RMM32,6,46.0,48.0
88,DSCJ1,JDB1003,6,46.0,103.0
89,PJB91,RMM32,9,47.0,48.0
90,PJB91,JDB1003,4,47.0,103.0
91,RMM32,JDB1003,4,48.0,103.0
92,stat0004,stat0059,11,49.0,50.0
93,stat0004,hert0418,7,49.0,311.0
94,stat0059,hert0418,3,50.0,311.0
95,MEW10,MMO25,12,20.0,363.0
96,clne0013,clne0024,3,51.0,140.0
97,gree1192,KK101,205,10.0,0.0
98,molb0002,path0642,17,52.0,53.0
99,molb0002,bioc0756,2,52.0,227.0
100,path0642,bioc0756,2,53.0,227.0
101,immd0556,immd0700,11,54.0,55.0
102,immd0556,path0511,12,54.0,60.0
103,immd0700,path0511,11,55.0,60.0
104,gree1192,gree1499,57,10.0,73.0
105,raob0069,raob0095,28,56.0,61.0
106,clme0975,ndos0097,2,31.0,430.0
107,EAM29,SB10031,6,57.0,141.0
108,CC234,MDT33,5,13.0,58.0
109,CC234,RCF29,19,13.0,105.0
110,MDT33,RCF29,6,58.0,105.0
111,immd0082,path0511,3,59.0,60.0
112,immd0082,immd0330,3,59.0,167.0
113,path0511,immd0330,8,60.0,167.0
114,raob0095,clme0670,4,61.0,62.0
115,raob0095,raob0069,16,61.0,56.0
116,clme0670,raob0069,5,62.0,56.0
117,whgu0378,immd0237,4,4.0,2.0
118,cschof,claridge,52,18.0,97.0
119,whgu0172,cschof,22,1.0,18.0
120,immd0237,cschof,43,2.0,18.0
121,cschof,clme0240,10,18.0,3.0
122,NGB21,MAP1001,8,63.0,335.0
123,ctsu0084,ctsu0052,8,64.0,193.0
124,clme0149,bioc0208,6,65.0,276.0
125,st321,SS861,10,19.0,66.0
126,st321,MN332,6,19.0,295.0
127,SS861,MN332,6,66.0,295.0
128,immd0237,whgu0256,21,2.0,67.0
129,immd0237,immd0082,5,2.0,59.0
130,whgu0256,whgu0378,2,67.0,4.0
131,whgu0256,immd0082,2,67.0,59.0
132,whgu0378,immd0082,5,4.0,59.0
133,immd0024,immd0282,10,68.0,181.0
134,SP577,CW209,28,69.0,70.0
135,SP577,SJP58,8,69.0,241.0
136,CW209,SJP58,21,70.0,241.0
137,clme0149,path0089,10,65.0,113.0
138,ACA20,DFE20,112,71.0,72.0
139,ACA20,MDT33,44,71.0,58.0
140,DFE20,MDT33,40,72.0,58.0
141,gree1499,KK101,80,73.0,0.0
142,NC109,MJM16,45,74.0,377.0
143,gree0989,clme0845,117,75.0,148.0
144,NGB21,AMD24,24,63.0,14.0
145,NGB21,PP10001,12,63.0,16.0
146,clme0169,clme0832,50,76.0,254.0
147,whgu0378,clme0237,15,4.0,77.0
148,whgu0378,quee1607,9,4.0,78.0
149,whgu0378,raob0189,2,4.0,79.0
150,whgu0378,stat0004,2,4.0,49.0
151,whgu0378,stat0054,11,4.0,252.0
152,clme0237,quee1607,8,77.0,78.0
153,clme0237,raob0189,2,77.0,79.0
154,clme0237,stat0004,2,77.0,49.0
155,clme0237,stat0054,11,77.0,252.0
156,quee1607,raob0189,2,78.0,79.0
157,quee1607,stat0004,2,78.0,49.0
158,quee1607,stat0054,10,78.0,252.0
159,raob0189,stat0004,2,79.0,49.0
160,raob0189,stat0054,2,79.0,252.0
161,stat0004,stat0054,12,49.0,252.0
162,raob0189,raob0069,1,79.0,56.0
163,raob0189,raob0095,1,79.0,61.0
164,ctsu0084,gree0184,60,64.0,101.0
165,SP580,CJW53,10,80.0,137.0
166,clme0219,immd0100,5,81.0,82.0
167,clme0219,immd0023,7,81.0,201.0
168,immd0100,immd0023,6,82.0,201.0
169,immd0556,immd0024,4,54.0,68.0
170,immd0024,path0511,19,68.0,60.0
171,AB149,TK106,14,83.0,386.0
172,MF364,SB674,18,84.0,188.0
173,clme0220,clab0025,11,38.0,210.0
174,AB454,DRS36,9,85.0,331.0
175,LV225,RALP2,18,86.0,372.0
176,DFE20,NJW1004,23,72.0,319.0
177,raob0095,chem0068,2,61.0,162.0
178,clme0670,chem0068,2,62.0,162.0
179,CEM45,AS889,2,87.0,88.0
180,CEM45,EJB60,4,87.0,89.0
181,CEM45,AJW1000,2,87.0,90.0
182,CEM45,ARG1000,6,87.0,91.0
183,CEM45,cattc107,2,87.0,491.0
184,AS889,EJB60,2,88.0,89.0
185,AS889,AJW1000,4,88.0,90.0
186,AS889,ARG1000,4,88.0,91.0
187,AS889,cattc107,2,88.0,491.0
188,EJB60,AJW1000,2,89.0,90.0
189,EJB60,ARG1000,16,89.0,91.0
190,EJB60,cattc107,4,89.0,491.0
191,AJW1000,ARG1000,2,90.0,91.0
192,AJW1000,cattc107,2,90.0,491.0
193,ARG1000,cattc107,8,91.0,491.0
194,immd0084,immd0023,9,92.0,201.0
195,clme0149,immd0084,4,65.0,92.0
196,clme0149,immd0023,4,65.0,201.0
197,SPJ13,JVF21,22,93.0,493.0
198,card0039,card0018,15,25.0,24.0
199,bioc0192,card0018,43,94.0,24.0
200,clab0101,clab0035,60,95.0,32.0
201,HME22,RDB39,2,15.0,96.0
202,HME22,JDB1003,13,15.0,103.0
203,RDB39,JDB1003,2,96.0,103.0
204,ctsu0084,gree1024,2,64.0,200.0
205,immd0237,clme0237,6,2.0,77.0
206,immd0237,stat0054,6,2.0,252.0
207,claridge,cschof,12,97.0,18.0
208,clme0975,radi0003,13,31.0,7.0
209,cschof,univ1923,26,18.0,98.0
210,univ1923,wolf1833,9,98.0,212.0
211,CC234,SC10021,38,13.0,168.0
212,PP10001,SC10021,3,16.0,168.0
213,ARV22,SD642,2,99.0,500.0
214,immd0700,immd0556,9,55.0,54.0
215,path0511,immd0556,14,60.0,54.0
216,immd0031,clme0135,2,100.0,37.0
217,immd0031,cschof,2,100.0,18.0
218,immd0031,clme0220,5,100.0,38.0
219,clme0135,cschof,2,37.0,18.0
220,cschof,clme0220,2,18.0,38.0
221,gree0184,darby,12,101.0,182.0
222,HME22,DJL15,2,15.0,102.0
223,HME22,JG477,2,15.0,104.0
224,HME22,mjg40,2,15.0,190.0
225,DJL15,JDB1003,2,102.0,103.0
226,DJL15,JG477,4,102.0,104.0
227,DJL15,mjg40,31,102.0,190.0
228,JDB1003,JG477,2,103.0,104.0
229,JDB1003,mjg40,2,103.0,190.0
230,JG477,mjg40,4,104.0,190.0
231,RCF29,PHJ20,4,105.0,196.0
232,PP10001,AA461,28,16.0,12.0
233,PP10001,KK101,32,16.0,0.0
234,AA461,KK101,23,12.0,0.0
235,clme0667,raob0270,6,106.0,107.0
236,clme0667,NGB21,5,106.0,63.0
237,raob0270,NGB21,7,107.0,63.0
238,ERC24,RSJ33,8,108.0,109.0
239,ERC24,PHM29,2,108.0,300.0
240,RSJ33,PHM29,2,109.0,300.0
241,orms0061,clme0497,2,110.0,41.0
242,orms0061,clme1037,2,110.0,111.0
243,orms0061,clme0494,2,110.0,27.0
244,orms0061,ndos0168,2,110.0,136.0
245,clme0497,clme1037,4,41.0,111.0
246,clme0497,clme0494,4,41.0,27.0
247,clme0497,ndos0168,2,41.0,136.0
248,clme1037,clme0494,4,111.0,27.0
249,clme1037,ndos0168,2,111.0,136.0
250,clme0494,ndos0168,2,27.0,136.0
251,DIJ21,FR269,12,112.0,215.0
252,SVL1000,IRB21,35,45.0,183.0
253,path0089,path0084,10,113.0,238.0
254,bioc0188,univ0247,11,114.0,240.0
255,whgu0378,DEN22,2,4.0,11.0
256,whgu0378,CF366,3,4.0,382.0
257,DEN22,CF366,4,11.0,382.0
258,ctsu0165,ctsu0084,2,115.0,64.0
259,ctsu0165,ctsu0052,36,115.0,193.0
260,stat0004,lina0435,33,49.0,166.0
261,AHG13,GMT11,39,116.0,389.0
262,radi0003,clme0220,4,7.0,38.0
263,clme0220,darby,2,38.0,182.0
264,card0027,card0018,36,117.0,24.0
265,VJG29,DEN22,9,118.0,11.0
266,VJG29,JG477,2,118.0,104.0
267,VJG29,TB507,12,118.0,385.0
268,DEN22,JG477,4,11.0,104.0
269,DEN22,TB507,4,11.0,385.0
270,JG477,TB507,4,104.0,385.0
271,immd0151,immd0330,8,29.0,167.0
272,chem0489,clme0497,15,119.0,41.0
273,chem0489,clme1358,12,119.0,157.0
274,clme0497,clme1358,29,41.0,157.0
275,gree1192,NJW1004,153,10.0,319.0
276,clme0946,clme0670,2,120.0,62.0
277,clme0946,ndos0532,4,120.0,368.0
278,clme0670,ndos0532,2,62.0,368.0
279,xxxx0009,donc0120,9,121.0,213.0
280,clme0667,raob0096,1,106.0,122.0
281,clme0667,donc0120,1,106.0,213.0
282,raob0096,raob0270,3,122.0,107.0
283,raob0096,donc0120,1,122.0,213.0
284,raob0270,donc0120,4,107.0,213.0
285,anat0116,clme0220,1,123.0,38.0
286,phpc0084,stat0059,2,124.0,50.0
287,raob0009,raob0051,15,125.0,153.0
289,claridge,dplb0149,2,97.0,130.0
290,clme0993,raob0096,2,127.0,122.0
291,smlea,path0041,11,128.0,42.0
292,EDL1,HRM28,2,129.0,147.0
293,dplb0149,bioc0541,9,130.0,135.0
294,JLG40,EAM29,8,131.0,57.0
295,whgu0210,immd0024,2,132.0,68.0
296,whgu0210,immd0282,2,132.0,181.0
297,ARV22,DRS36,23,99.0,331.0
298,dplb0149,chem0068,2,130.0,162.0
299,clph0059,engs0475,13,133.0,145.0
300,card0039,bioc0416,5,25.0,134.0
301,card0039,bioc0541,12,25.0,135.0
302,card0039,clme0670,3,25.0,62.0
303,bioc0192,bioc0416,2,94.0,134.0
304,bioc0192,bioc0541,2,94.0,135.0
305,bioc0192,clme0670,2,94.0,62.0
306,bioc0416,bioc0541,35,134.0,135.0
307,bioc0416,clme0670,2,134.0,62.0
308,bioc0541,clme0670,2,135.0,62.0
309,AMD24,ACA20,22,14.0,71.0
310,PP10001,ACA20,41,16.0,71.0
311,whgu0274,whgu0378,7,5.0,4.0
312,clab0035,clab0101,84,32.0,95.0
313,claridge,bioc0541,6,97.0,135.0
314,ndos0168,RNS13,2,136.0,318.0
315,SP580,PAK29,4,80.0,367.0
316,CJW53,PAK29,11,137.0,367.0
317,TGQE2,VJG29,2,138.0,118.0
318,TGQE2,DFE20,2,138.0,72.0
319,TGQE2,NJW1004,2,138.0,319.0
320,DIJ21,RDB39,2,112.0,96.0
321,card0027,clme0946,2,117.0,120.0
322,whgu0172,raob0121,10,1.0,178.0
323,DMG25,PPD21,8,139.0,260.0
324,LV225,RK385,2,86.0,267.0
325,clne0024,card0018,2,140.0,24.0
326,clne0024,card0039,2,140.0,25.0
327,clne0024,bioc0192,2,140.0,94.0
328,SPJ13,CS681,12,93.0,545.0
329,clme0670,clme0946,2,62.0,120.0
330,cschof,clme0485,15,18.0,248.0
331,SB10031,x_b03,13,141.0,291.0
332,raob0096,clme0670,2,122.0,62.0
333,raob0096,clme0667,2,122.0,106.0
334,clme0670,clme0667,16,62.0,106.0
335,clne0102,clne0013,23,142.0,51.0
336,gree0989,gree0184,10,75.0,101.0
337,gree0184,clme0845,11,101.0,148.0
338,immd0106,card0018,7,143.0,24.0
339,GIE20,TDL2,14,144.0,338.0
340,engs0475,clph0059,20,145.0,133.0
341,ACA20,KBK21,27,71.0,22.0
342,DFE20,KBK21,23,72.0,22.0
343,KBK21,MDT33,15,22.0,58.0
344,clab0101,clme0220,2,95.0,38.0
345,GM290,NC109,4,146.0,74.0
346,HRM28,DO202,14,147.0,381.0
347,clme0845,gree0989,14,148.0,75.0
348,cschof,clme0621,5,18.0,169.0
349,PG336,MAS1001,7,149.0,308.0
350,clne0009,clme0169,2,150.0,76.0
351,AMD24,HS310,2,14.0,151.0
352,AMD24,MDT33,6,14.0,58.0
353,PP10001,HS310,76,16.0,151.0
354,PP10001,MDT33,14,16.0,58.0
355,HS310,ACA20,20,151.0,71.0
356,HS310,DFE20,32,151.0,72.0
357,HS310,MDT33,6,151.0,58.0
358,gree0989,gree1192,12,75.0,10.0
359,gree0989,gree1499,17,75.0,73.0
360,gree1192,clme0845,11,10.0,148.0
361,clme0845,gree1499,11,148.0,73.0
362,APJ10,KSL23,10,152.0,249.0
363,raob0051,raob0009,33,153.0,125.0
364,whgu0385,path0002,2,154.0,561.0
365,whgu0378,clme0975,12,4.0,31.0
367,engs0270,phpc0084,3,156.0,124.0
368,clme1358,clme0497,17,157.0,41.0
369,JHG21,mjg40,51,158.0,190.0
370,clme0993,whgu0378,2,127.0,4.0
371,BJPH2,SA263,6,159.0,160.0
372,BJPH2,ARG1000,8,159.0,91.0
373,SA263,ARG1000,4,160.0,91.0
374,REC11,CJW53,6,161.0,137.0
375,clme0667,clme0670,16,106.0,62.0
376,chem0068,claridge,4,162.0,97.0
377,card0018,card0027,6,24.0,117.0
378,card0018,bioc0212,22,24.0,247.0
379,card0027,bioc0212,10,117.0,247.0
380,KMB1001,DTF1000,2,43.0,163.0
381,KMB1001,AD596,2,43.0,364.0
382,DTF1000,AD596,2,163.0,364.0
383,gree1499,NJW1004,69,73.0,319.0
384,claridge,newc0612,4,97.0,237.0
385,NC109,IJG25,14,74.0,226.0
386,ARV22,SB10031,2,99.0,141.0
387,ndos0168,clme0485,2,136.0,248.0
388,clme0670,clme0220,2,62.0,38.0
389,immd0218,immd0031,4,164.0,100.0
390,whgu0142,clme0494,6,40.0,27.0
391,clme0494,clme0497,2,27.0,41.0
392,AMD24,KK101,24,14.0,0.0
393,DFE20,KK101,43,72.0,0.0
394,clme1037,whgu0142,7,111.0,40.0
395,dplb0149,univ1923,3,130.0,98.0
396,immd0082,clme0195,4,59.0,175.0
397,immd0237,clme1358,6,2.0,157.0
398,cschof,clme1358,12,18.0,157.0
399,clme0240,clme1358,2,3.0,157.0
400,immd0680,immd0282,2,165.0,181.0
401,SP577,MN332,2,69.0,295.0
402,CW209,MN332,2,70.0,295.0
403,AMD24,DEN22,6,14.0,11.0
404,AMD24,AA461,6,14.0,12.0
405,AMD24,jgd29,20,14.0,358.0
406,PP10001,DEN22,15,16.0,11.0
407,PP10001,jgd29,24,16.0,358.0
408,DEN22,KK101,8,11.0,0.0
409,DEN22,jgd29,6,11.0,358.0
410,AA461,jgd29,6,12.0,358.0
411,DFE20,jgd29,26,72.0,358.0
412,KK101,jgd29,8,0.0,358.0
413,gree0184,gree0989,11,101.0,75.0
414,lina0435,immd0036,5,166.0,217.0
415,PP10001,DIJ21,3,16.0,112.0
416,immd0330,immd0151,2,167.0,29.0
417,immd0330,clme0237,5,167.0,77.0
418,CC234,JDB1003,17,13.0,103.0
419,CC234,NR343,6,13.0,375.0
420,SC10021,JDB1003,8,168.0,103.0
421,SC10021,NR343,4,168.0,375.0
422,JDB1003,NR343,4,103.0,375.0
423,whgu0378,AMD24,51,4.0,14.0
424,whgu0378,PP10001,54,4.0,16.0
425,whgu0378,DFE20,51,4.0,72.0
426,GIE20,NMS39,8,144.0,578.0
427,clme0621,clne0009,2,169.0,150.0
428,gree1192,gree0989,6,10.0,75.0
429,gree1499,clme0845,3,73.0,148.0
430,path0204,ocms0064,3,170.0,266.0
431,whgu0172,clme0670,2,1.0,62.0
432,SDT36,KH387,2,171.0,6.0
433,clme0220,immd0316,59,38.0,34.0
434,whgu0172,immd0106,2,1.0,143.0
435,MPW1001,PJL30,16,172.0,265.0
436,TLB20,CA26,24,173.0,185.0
437,FMW22,GL290,12,35.0,297.0
438,gree0989,gree1024,10,75.0,200.0
439,clme0845,gree1024,5,148.0,200.0
440,KK101,SJG49,25,0.0,36.0
441,SJG49,NJW1004,99,36.0,319.0
442,gree0184,ctsu0084,10,101.0,64.0
443,PP10001,RCF29,5,16.0,105.0
444,KDH29,JDB1003,4,174.0,103.0
445,KDH29,cattc107,2,174.0,491.0
446,JDB1003,cattc107,2,103.0,491.0
447,phpc0084,prhc0003,3,124.0,223.0
448,phys0101,clme0220,9,33.0,38.0
449,chri0963,clme0220,12,30.0,38.0
450,raob0072,clme0975,7,26.0,31.0
451,whgu0378,immd0421,7,4.0,256.0
452,clme0195,immd0082,7,175.0,59.0
453,whgu0378,raob0270,7,4.0,107.0
454,FVG20,SPJ13,2,176.0,93.0
455,FVG20,FAG1000,2,176.0,44.0
456,FVG20,JVF21,2,176.0,493.0
457,SPJ13,FAG1000,2,93.0,44.0
458,FAG1000,JVF21,2,44.0,493.0
459,JG473,KC370,11,177.0,303.0
460,raob0121,whgu0172,2,178.0,1.0
461,DEN22,AL499,17,11.0,387.0
462,whgu0256,clme0220,9,67.0,38.0
463,KMB1001,APD10,2,43.0,179.0
464,KMB1001,JHFR2,2,43.0,294.0
465,APD10,FAG1000,2,179.0,44.0
466,APD10,JHFR2,4,179.0,294.0
467,FAG1000,JHFR2,2,44.0,294.0
468,clme0301,ndos0168,2,180.0,136.0
469,whgu0378,whgu0408,10,4.0,298.0
470,ARG1000,DGK23,22,91.0,204.0
471,path0511,immd0282,1,60.0,181.0
472,path0511,immd0700,16,60.0,55.0
473,immd0556,immd0282,1,54.0,181.0
474,immd0282,immd0700,3,181.0,55.0
475,dplb0149,claridge,9,130.0,97.0
476,whgu0172,dplb0149,3,1.0,130.0
477,clme0845,gree0184,2,148.0,101.0
478,gree0184,gree1499,4,101.0,73.0
479,darby,gree0184,2,182.0,101.0
480,darby,ctsu0265,15,182.0,264.0
481,gree0184,ctsu0265,9,101.0,264.0
482,clne0102,engs0357,10,142.0,221.0
483,IRB21,PJB91,2,183.0,47.0
484,whgu0274,card0018,5,5.0,24.0
485,whgu0274,bioc0212,5,5.0,247.0
486,JLG40,DIJ21,2,131.0,112.0
487,JLG40,TJ212,2,131.0,262.0
488,DIJ21,TJ212,6,112.0,262.0
489,chem0489,raob0097,4,119.0,21.0
490,TLB20,TO237,19,173.0,342.0
491,JG473,UFK20,2,177.0,184.0
492,JG473,ERC24,4,177.0,108.0
493,UFK20,ERC24,2,184.0,108.0
494,CA26,DK10012,4,185.0,233.0
